time,src_ip,dst_ip,protocol,length
1543658802.874322,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874557,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874567,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874568,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874958,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874959,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.874967,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.874968,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.875283,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875284,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875289,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875290,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875828,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875829,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875834,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.875835,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876407,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876409,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876658,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876659,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876664,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876665,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876939,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876940,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876943,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.876944,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877409,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877414,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877643,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877644,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877649,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.877649,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.877896,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.877897,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878280,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878281,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878286,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878287,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878303,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878304,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878308,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878309,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878534,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878536,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878540,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878541,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878802,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878802,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.878807,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.878808,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879039,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879040,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879042,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879043,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879682,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879683,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879688,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.879689,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.880008,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.880009,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.880020,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.880021,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.880266,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.880268,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,287
1543658802.880274,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.880275,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.880278,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,81
1543658802.880288,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,81
1543658802.880644,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.880646,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881014,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881016,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881020,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881021,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881026,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881027,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881041,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881273,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881278,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881279,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881284,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881285,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881553,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,490
1543658802.881553,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,490
1543658802.881871,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881872,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881877,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881878,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.881882,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.881883,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.882384,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.882386,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.882390,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.882391,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.882394,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.882395,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.882644,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1466
1543658802.882645,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1466
1543658802.882907,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883148,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883153,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883154,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883563,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.883565,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.883569,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883569,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883575,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883575,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883843,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.883844,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884344,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884345,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884770,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884771,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884776,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.884777,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885017,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885018,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885542,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885543,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885789,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885790,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.885795,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.885796,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.885800,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.885801,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.886333,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.886334,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1458
1543658802.886605,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.886606,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.886838,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,542
1543658802.886838,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,542
1543658802.886839,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.886840,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.886845,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.886846,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887094,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887095,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887100,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887344,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887349,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887350,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887750,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.887752,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.887762,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.887763,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888014,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888014,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888019,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888020,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888030,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888031,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888230,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888231,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888236,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888237,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888245,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888246,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888482,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.888483,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.888488,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,889
1543658802.888489,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,889
1543658802.888490,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,81
1543658802.888491,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,81
1543658802.888492,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.888726,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.888731,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888731,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888746,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.888747,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889236,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889236,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889583,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889584,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889853,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.889854,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890417,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890419,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890422,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890423,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890427,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890428,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890438,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890440,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890531,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890532,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.890805,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890806,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890811,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.890812,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.891304,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.891305,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.891310,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.891311,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.891820,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.891821,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.891826,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.891827,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.892099,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.892100,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.892104,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.892105,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.892656,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.892658,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893089,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893090,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893312,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893313,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893317,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893318,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893327,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893328,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893563,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.893564,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.893569,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.893570,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.893574,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893576,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893849,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893851,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893855,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893856,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.893861,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,79
1543658802.893862,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,79
1543658802.894164,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.894165,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.894169,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.894170,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.894656,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1474
1543658802.894658,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1474
1543658802.894940,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.894941,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.894946,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.894947,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.895150,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.895151,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1506
1543658802.895159,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1410
1543658802.895160,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1410
1543658802.895164,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.895165,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.895405,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.895406,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.895726,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.895727,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1490
1543658802.896092,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896094,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896098,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896099,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896104,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896104,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896114,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896115,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896360,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896361,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
1543658802.896366,70:f3:5a:42:73:e8,90:b1:1c:a2:c0:d3,17,1514
